RSPO,TERYT,Rural county,Urban county,Rural territory,City,Revenue per person,Website,Start date,Students,Sport venues,German or French,Logopedist,Psychologist,Pedagogue,Participants in English,Avg. score in English
91685,2415072,1,0,0,0,6762.17,1,1951-09-01,332,1,1,1,0,1,37,66
91687,2415072,1,0,0,0,6762.17,1,1967-09-01,322,1,1,0,0,1,42,73
75218,2415082,1,0,0,0,6182.29,0,1996-01-01,443,0,1,1,1,1,64,70
47151,2415092,1,0,0,0,6358.64,1,1999-09-01,247,0,1,1,1,1,16,69
47343,2415092,1,0,0,0,6358.64,1,1999-09-01,347,1,1,0,1,1,28,56
263237,2415092,1,0,0,0,6358.64,0,2017-09-01,170,1,1,0,0,1,18,76
38947,2415011,0,1,0,0,5110.87,1,1900-01-01,222,1,1,1,1,1,20,57
38948,2415011,0,1,0,0,5110.87,1,1909-04-08,171,1,1,1,1,1,20,70
133704,2415011,0,1,0,0,5110.87,1,2017-09-01,269,1,1,1,1,1,60,62
22727,2415021,0,1,0,0,5678.29,1,1997-04-09,285,1,1,1,1,1,41,56
23280,2415021,0,1,0,0,5678.29,1,1997-04-09,408,1,1,1,1,1,39,57
23399,2415021,0,1,0,0,5678.29,1,1997-04-09,643,1,1,1,1,1,59,68
196275,2415021,0,1,0,0,5678.29,1,2017-09-01,268,1,1,1,1,1,26,83
108807,2415031,0,1,0,0,5033.25,1,1988-04-01,554,1,1,1,1,1,46,75
109641,2415031,0,1,0,0,5033.25,0,1977-02-22,654,1,1,0,0,0,76,63
109642,2415031,0,1,0,0,5033.25,0,1977-02-22,328,1,1,0,1,1,33,57
133938,2415031,0,1,0,0,5033.25,1,2017-09-01,314,1,1,1,1,1,44,72
48143,2415041,0,1,0,0,5092.32,1,1964-09-01,466,0,1,1,1,1,39,60
48144,2415041,0,1,0,0,5092.32,1,1916-09-01,253,1,1,1,1,1,28,71
48153,2415041,0,1,0,0,5092.32,1,1974-09-01,357,1,1,0,1,1,69,76
56640,2415041,0,1,0,0,5092.32,1,1945-09-01,160,0,1,0,1,1,17,72
56643,2415041,0,1,0,0,5092.32,1,1928-09-01,215,0,1,0,1,1,39,61
56646,2415041,0,1,0,0,5092.32,1,1904-09-01,152,0,1,0,0,1,15,44
56651,2415041,0,1,0,0,5092.32,1,1969-09-01,267,0,1,0,1,1,36,65
57685,2415041,0,1,0,0,5092.32,1,1957-09-01,248,0,1,0,1,1,19,65
72807,2415041,0,1,0,0,5092.32,1,1961-09-01,154,0,1,0,0,1,26,68
72808,2415041,0,1,0,0,5092.32,1,1945-09-01,407,1,1,0,1,1,23,63
72810,2415041,0,1,0,0,5092.32,1,1962-02-01,370,1,1,0,1,1,41,66
72814,2415041,0,1,0,0,5092.32,1,1900-12-08,235,0,1,0,0,1,23,68
263497,2415041,0,1,0,0,5092.32,1,2017-09-01,199,1,1,0,0,1,20,64
8933,2416032,1,0,0,0,5855.12,1,2012-09-11,248,1,1,1,0,1,14,66
11618,2416042,1,0,0,0,5878.68,1,1999-09-01,149,1,1,1,0,1,19,62
84211,2416042,1,0,0,0,5878.68,1,1999-09-01,363,1,1,1,0,1,36,60
74880,2416011,0,1,0,0,4397.43,0,1992-01-01,188,0,1,0,0,1,11,75
79096,2416011,0,1,0,0,4397.43,0,1992-01-01,398,1,1,0,0,0,43,70
4285,2416092,1,0,0,0,5621.48,1,1955-05-29,299,0,1,1,0,1,26,63
20280,2416021,0,1,0,0,5355.9,1,2012-09-01,306,1,1,0,0,0,40,69
20654,2416021,0,1,0,0,5355.9,1,1906-06-01,390,1,1,1,1,1,61,68
21086,2416021,0,1,0,0,5355.9,1,2012-09-01,678,1,1,1,0,1,107,68
21203,2416021,0,1,0,0,5355.9,1,1951-09-01,413,1,1,0,1,0,58,68
24266,2416021,0,1,0,0,5355.9,1,2012-09-01,185,1,1,0,0,1,15,63
25332,2416021,0,1,0,0,5355.9,1,1987-09-01,200,0,1,0,0,1,25,52
25634,2416021,0,1,0,0,5355.9,1,1964-09-01,231,1,1,0,1,0,26,74
83899,2416021,0,1,0,0,5355.9,1,2012-09-01,572,1,1,0,1,0,75,76
41951,2416102,1,0,0,0,5237.54,1,2007-09-01,103,0,1,1,0,1,13,44
47304,2416102,1,0,0,0,5237.54,1,1976-01-01,307,1,1,0,0,1,33,66
19130,2476011,0,1,0,0,6323.71,1,1900-09-01,356,1,1,1,1,1,48,58
19131,2476011,0,1,0,0,6323.71,1,1979-09-01,679,1,1,0,1,1,87,74
19132,2476011,0,1,0,0,6323.71,1,1960-09-01,166,1,1,1,0,1,30,43
19133,2476011,0,1,0,0,6323.71,1,1963-09-01,433,1,1,0,1,1,60,62
19134,2476011,0,1,0,0,6323.71,1,1966-09-01,356,1,1,1,1,1,43,33
19165,2476011,0,1,0,0,6323.71,1,1900-09-01,511,0,1,1,1,1,45,54
19166,2476011,0,1,0,0,6323.71,1,1900-09-01,391,1,1,0,0,1,41,50
196343,2476011,0,1,0,0,6323.71,1,2017-09-01,186,0,1,0,0,1,43,85
48535,2479011,0,1,0,0,6696.16,1,1999-09-01,673,1,1,1,1,1,72,74
48539,2479011,0,1,0,0,6696.16,1,1999-09-01,607,1,1,0,1,1,64,66
48543,2479011,0,1,0,0,6696.16,1,1999-09-01,499,1,1,1,1,1,89,64
48547,2479011,0,1,0,0,6696.16,1,1999-09-01,309,0,1,1,1,1,28,67
86894,2479011,0,1,0,0,6696.16,1,1977-02-28,286,0,1,1,0,1,19,86
92795,2479011,0,1,0,0,6696.16,1,1977-02-28,364,0,1,1,1,1,32,62
92796,2479011,0,1,0,0,6696.16,0,1977-02-28,303,0,1,0,0,1,34,67
92797,2479011,0,1,0,0,6696.16,1,1977-02-28,238,0,1,1,1,1,13,76
92799,2479011,0,1,0,0,6696.16,1,1977-02-28,264,0,1,1,1,1,23,75
93003,2479011,0,1,0,0,6696.16,1,1977-02-28,395,0,1,0,0,0,40,61
93050,2479011,0,1,0,0,6696.16,1,1983-09-01,568,1,1,0,1,1,92,65
103514,2479011,0,1,0,0,6696.16,1,1980-08-20,417,1,1,1,1,1,55,66
271659,2479011,0,1,0,0,6696.16,1,2019-09-01,464,1,1,1,1,1,20,73
8413,2417022,1,0,0,0,5011.45,1,1966-09-01,174,1,1,0,0,1,23,63
12351,2417022,1,0,0,0,5011.45,1,1972-09-01,113,0,1,1,0,1,12,73
12352,2417022,1,0,0,0,5011.45,0,1972-09-01,166,0,0,1,0,1,20,77
84334,2417032,1,0,0,0,5506.18,0,1994-01-01,478,0,1,0,0,1,48,72
84377,2417032,1,0,0,0,5506.18,0,1994-01-01,124,1,1,1,0,1,11,69
122216,2417042,1,0,0,0,5260.8,1,1967-06-11,98,0,1,1,1,1,13,73
122219,2417042,1,0,0,0,5260.8,1,1904-09-01,80,0,1,0,0,0,11,69
122243,2417042,1,0,0,0,5260.8,1,1909-09-01,54,0,1,1,0,0,12,55
123323,2417042,1,0,0,0,5260.8,0,1907-09-01,162,0,1,1,0,0,10,85
123345,2417042,1,0,0,0,5260.8,0,1902-09-01,182,0,1,1,0,0,21,70
123347,2417042,1,0,0,0,5260.8,0,1924-09-01,136,0,0,0,0,1,14,72
123349,2417042,1,0,0,0,5260.8,1,1900-09-01,156,0,1,1,0,0,23,58
265062,2417052,1,0,0,0,6677.56,0,1996-01-01,130,0,0,0,0,0,25,48
5338,2417062,1,0,0,0,5293.45,1,1900-09-23,102,0,1,0,1,1,14,66
75412,2417062,1,0,0,0,5293.45,1,1904-09-01,129,0,1,1,1,1,12,69
75413,2417062,1,0,0,0,5293.45,1,1933-09-01,175,0,1,0,1,1,17,77
75415,2417062,1,0,0,0,5293.45,1,1934-09-01,363,0,1,1,1,1,42,66
75417,2417062,1,0,0,0,5293.45,1,1905-09-01,172,0,1,1,1,1,16,59
80281,2417092,1,0,0,0,5363.65,1,1994-01-01,413,1,1,0,0,1,57,59
80505,2417092,1,0,0,0,5363.65,0,1994-01-01,57,0,1,1,0,0,11,42
81322,2417092,1,0,0,0,5363.65,0,1994-01-01,148,0,1,1,0,1,15,53
87237,2417092,1,0,0,0,5363.65,0,1994-01-01,128,1,1,1,0,0,11,46
106512,2417102,1,0,0,0,5370.59,0,1997-11-12,280,1,1,1,1,1,27,75
106587,2417102,1,0,0,0,5370.59,0,1911-09-01,132,0,0,1,0,1,16,53
108796,2417102,1,0,0,0,5370.59,1,1994-09-01,359,1,1,1,0,1,56,62
27315,2417112,1,0,0,0,5978.28,1,1900-09-01,326,0,1,0,1,1,38,54
30062,2417112,1,0,0,0,5978.28,1,1900-01-01,146,1,0,0,1,0,21,43
60963,2417142,1,0,0,0,5143.61,1,1996-01-01,237,0,1,1,0,1,25,63
79755,2417152,1,0,0,0,5273.92,1,1994-01-01,268,1,1,1,0,1,27,41
79961,2417152,1,0,0,0,5273.92,1,1994-01-01,214,1,1,1,0,1,22,57
86048,2417152,1,0,0,0,5273.92,1,1994-01-01,413,0,1,1,1,1,43,66
86052,2417152,1,0,0,0,5273.92,1,1994-01-01,363,1,1,0,0,1,48,55
107060,2417082,1,0,0,0,5193.18,1,1999-09-01,450,1,1,1,0,1,47,78
107152,2417082,1,0,0,0,5193.18,1,1999-09-01,345,0,1,0,0,0,31,63
107159,2417082,1,0,0,0,5193.18,0,1999-09-01,170,0,1,0,0,1,14,52
107198,2417082,1,0,0,0,5193.18,0,1990-09-01,361,1,1,0,0,1,30,65
21350,2417072,1,0,0,0,5514.81,1,1996-01-01,282,0,1,0,0,0,19,68
86400,2417122,1,0,0,0,6417.95,1,2007-09-01,288,1,1,0,0,1,33,67
9978,2417132,1,0,0,0,6314.33,1,2012-09-01,174,0,1,0,0,0,18,63
11918,2417132,1,0,0,0,6314.33,1,2003-09-01,128,0,1,0,0,1,11,62
11935,2417132,1,0,0,0,6314.33,0,2003-09-01,153,0,1,1,0,1,18,60
3039,2417011,0,1,0,0,5539.53,1,1899-09-01,321,1,1,0,1,1,52,59
3317,2417011,0,1,0,0,5539.53,1,1900-08-31,589,0,1,0,1,1,56,68
3336,2417011,0,1,0,0,5539.53,0,1965-09-01,480,1,1,0,1,1,117,60
3349,2417011,0,1,0,0,5539.53,1,1952-08-31,253,1,1,1,0,1,26,66
44126,2417011,0,1,0,0,5539.53,0,2000-09-01,129,0,1,1,0,1,29,48
44375,2417011,0,1,0,0,5539.53,1,1910-09-01,180,0,0,1,1,1,12,54
32043,0661011,0,1,0,0,7374.46,1,1988-09-01,1191,0,1,0,1,1,143,72
32049,0661011,0,1,0,0,7374.46,1,1910-09-01,803,1,1,1,0,1,92,62
32051,0661011,0,1,0,0,7374.46,1,1921-09-01,744,0,1,1,1,1,82,75
34685,0661011,0,1,0,0,7374.46,1,1921-09-01,398,1,0,0,0,1,29,61
60996,0661011,0,1,0,0,7374.46,1,1905-09-01,277,0,1,0,1,1,28,67
61000,0661011,0,1,0,0,7374.46,1,1969-09-01,600,0,0,1,1,1,75,59
61025,0661011,0,1,0,0,7374.46,1,1933-09-01,812,0,0,1,1,1,82,68
11574,0662011,0,1,0,0,8035.34,1,1954-09-01,409,1,1,1,1,1,41,78
11575,0662011,0,1,0,0,8035.34,1,1987-09-01,531,1,1,0,1,0,73,77
14175,0662011,0,1,0,0,8035.34,1,1916-09-01,198,1,1,0,0,1,33,59
15066,0662011,0,1,0,0,8035.34,1,1991-09-01,723,1,1,0,1,1,79,70
25898,0662011,0,1,0,0,8035.34,1,1916-09-01,468,1,1,1,1,1,50,56
27083,0662011,0,1,0,0,8035.34,1,1918-09-01,352,0,1,1,1,1,36,68
29956,0662011,0,1,0,0,8035.34,1,1965-09-01,572,1,1,1,1,1,55,65
52867,0662011,0,1,0,0,8035.34,1,1982-09-01,585,1,1,0,1,1,78,73
38700,0663011,0,1,0,0,7063.48,1,1970-09-02,592,1,1,0,0,0,62,79
38820,0663011,0,1,0,0,7063.48,1,1975-12-15,757,1,0,0,0,1,76,80
44512,0663011,0,1,0,0,7063.48,1,1975-12-15,585,1,1,1,0,1,69,83
48472,0663011,0,1,0,0,7063.48,1,1977-01-02,618,1,1,1,0,1,76,82
48473,0663011,0,1,0,0,7063.48,1,1977-01-02,438,1,0,0,0,0,60,76
48731,0663011,0,1,0,0,7063.48,1,1917-09-09,313,1,0,1,0,1,32,44
48804,0663011,0,1,0,0,7063.48,1,1963-09-01,836,1,1,1,1,1,78,58
48911,0663011,0,1,0,0,7063.48,1,1975-12-15,703,1,1,1,1,1,94,79
49073,0663011,0,1,0,0,7063.48,1,1961-09-01,509,1,1,1,1,1,98,89
52402,0663011,0,1,0,0,7063.48,1,1900-01-01,1250,1,1,1,1,1,142,73
52458,0663011,0,1,0,0,7063.48,1,1977-03-01,1049,0,1,1,1,1,73,76
53185,0663011,0,1,0,0,7063.48,1,1911-09-01,844,1,1,1,1,1,130,85
53352,0663011,0,1,0,0,7063.48,1,1975-12-15,409,1,1,0,0,0,81,61
53524,0663011,0,1,0,0,7063.48,1,1966-09-01,394,1,1,1,0,1,83,75
53689,0663011,0,1,0,0,7063.48,1,1974-09-01,652,1,1,1,1,0,89,84
54080,0663011,0,1,0,0,7063.48,1,1977-03-01,812,1,1,0,0,0,85,68
54404,0663011,0,1,0,0,7063.48,1,1985-09-01,834,1,0,1,0,1,133,78
56052,0663011,0,1,0,0,7063.48,1,1929-10-06,292,1,1,1,0,1,29,76
56431,0663011,0,1,0,0,7063.48,1,2002-07-01,673,1,1,1,1,1,66,71
58600,0663011,0,1,0,0,7063.48,1,1924-09-01,640,1,1,1,0,1,113,79
59083,0663011,0,1,0,0,7063.48,1,1975-12-15,380,1,0,1,0,1,50,43
68328,0663011,0,1,0,0,7063.48,1,1970-09-01,294,0,1,1,0,1,32,49
78993,0663011,0,1,0,0,7063.48,1,1984-09-01,410,0,1,1,1,0,38,63
79194,0663011,0,1,0,0,7063.48,1,1992-11-04,770,0,1,1,0,1,94,73
81081,0663011,0,1,0,0,7063.48,1,1996-07-05,874,1,1,1,1,1,106,87
82906,0663011,0,1,0,0,7063.48,1,1975-12-15,402,1,1,1,0,1,48,79
83798,0663011,0,1,0,0,7063.48,1,2008-09-01,408,1,1,0,1,1,46,88
90592,0663011,0,1,0,0,7063.48,1,1981-09-01,927,1,0,1,1,1,92,75
90593,0663011,0,1,0,0,7063.48,1,1967-12-01,402,1,0,1,0,1,43,81
90594,0663011,0,1,0,0,7063.48,1,1988-09-01,411,0,1,0,0,1,46,71
90595,0663011,0,1,0,0,7063.48,1,1999-09-01,1482,1,1,1,1,1,158,82
90596,0663011,0,1,0,0,7063.48,1,1956-10-15,239,1,1,1,0,1,33,49
90597,0663011,0,1,0,0,7063.48,1,1975-12-15,515,0,1,1,0,1,79,77
91544,0663011,0,1,0,0,7063.48,1,1977-03-01,367,1,0,0,0,1,35,82
91547,0663011,0,1,0,0,7063.48,1,1987-09-01,380,0,1,1,0,1,47,85
133399,0663011,0,1,0,0,7063.48,1,2017-09-01,388,0,1,0,1,1,48,89
133710,0663011,0,1,0,0,7063.48,1,2017-09-01,666,1,1,0,0,1,18,76
133715,0663011,0,1,0,0,7063.48,1,2017-09-01,497,1,1,1,0,1,26,94
133718,0663011,0,1,0,0,7063.48,1,2017-09-01,1115,1,1,0,0,1,76,78
133733,0663011,0,1,0,0,7063.48,1,2017-09-01,579,0,1,0,1,0,27,89
4205,0664011,0,1,0,0,8202.6,1,1917-10-31,652,1,1,0,0,1,78,75
77437,0664011,0,1,0,0,8202.6,1,1970-09-09,283,1,1,1,0,1,27,64
89138,0664011,0,1,0,0,8202.6,1,2010-09-01,318,1,1,0,0,1,33,76
92367,0664011,0,1,0,0,8202.6,1,1929-09-01,488,1,1,0,0,1,62,80
105374,0664011,0,1,0,0,8202.6,1,1917-11-01,830,1,1,0,0,1,76,70
105377,0664011,0,1,0,0,8202.6,1,1993-09-01,514,1,1,0,0,1,43,74
105380,0664011,0,1,0,0,8202.6,1,1988-09-01,616,1,1,0,1,0,60,67
105389,0664011,0,1,0,0,8202.6,1,1960-09-01,548,1,1,0,0,1,59,71
105456,0664011,0,1,0,0,8202.6,1,1963-09-01,573,1,1,0,0,1,48,61
14015,0601032,1,0,0,0,5114.52,1,1919-09-01,182,0,0,1,0,1,23,58
14018,0601032,1,0,0,0,5114.52,1,1919-08-31,140,1,1,1,0,1,16,47
14019,0601032,1,0,0,0,5114.52,1,1929-09-01,142,0,0,0,1,1,13,37
14020,0601032,1,0,0,0,5114.52,1,1990-09-01,137,1,0,1,0,1,14,63
14021,0601032,1,0,0,0,5114.52,1,1986-09-01,87,1,0,1,0,1,11,56
14026,0601032,1,0,0,0,5114.52,1,1964-09-01,99,1,0,1,0,0,15,65
24358,0601042,1,0,0,0,5903.98,1,1963-09-01,169,1,0,0,1,1,22,46
24752,0601042,1,0,0,0,5903.98,0,2011-09-01,43,0,0,0,0,0,12,55
31428,0601042,1,0,0,0,5903.98,1,1918-09-01,142,1,0,1,0,1,14,49
89630,0601052,1,0,0,0,6066.06,1,2012-09-01,410,0,0,1,1,1,21,63
85852,0601062,1,0,0,0,6124.53,1,1970-09-01,249,0,0,1,0,1,19,57
25315,0601072,1,0,0,0,5886.61,1,1999-09-01,295,0,0,1,1,1,33,39
114017,0601082,1,0,0,0,5809.27,1,2003-09-01,334,0,0,1,0,1,31,58
5989,0601011,0,1,0,0,5199.9,1,2007-09-01,405,0,1,1,0,1,31,61
6735,0601011,0,1,0,0,5199.9,1,2012-02-01,382,0,0,0,1,0,50,58
7039,0601011,0,1,0,0,5199.9,1,2005-09-01,656,0,1,1,0,1,59,64
31645,0601102,1,0,0,0,6483.17,1,1919-09-01,179,1,0,0,0,1,16,49
80730,0601102,1,0,0,0,6483.17,0,1951-09-01,122,1,0,0,0,1,14,43
80731,0601102,1,0,0,0,6483.17,1,1999-09-01,281,1,0,1,1,1,23,56
80733,0601102,1,0,0,0,6483.17,1,1999-09-01,130,1,0,0,0,0,11,48
80734,0601102,1,0,0,0,6483.17,1,1999-09-01,201,1,0,1,0,1,16,55
81072,0601112,1,0,0,0,5845.47,1,1967-09-01,102,0,0,1,0,1,11,67
85754,0601112,1,0,0,0,5845.47,1,1961-09-01,352,0,0,1,0,1,35,49
60793,0601122,1,0,0,0,5469.01,1,1920-09-01,289,1,0,1,0,1,32,51
7206,0601132,1,0,0,0,5415.09,0,1938-09-01,165,1,0,0,0,1,20,57
109043,0601142,1,0,0,0,7351.45,0,2002-09-27,226,0,0,1,1,0,12,46
49714,0601021,0,1,0,0,5155.78,1,1963-12-20,418,0,0,1,1,1,45,60
69769,0601162,1,0,0,0,5513.26,0,1985-04-10,263,1,0,1,0,1,10,64
104086,0601162,1,0,0,0,5513.26,0,1985-04-10,185,0,0,0,0,0,22,59
83698,0601172,1,0,0,0,6021.54,0,1960-09-20,186,0,0,0,1,1,20,60
7915,0601182,1,0,0,0,6727.39,1,1999-09-01,297,1,0,1,1,0,28,54
22432,0601192,1,0,0,0,5476.81,0,2004-09-01,310,0,0,0,0,1,30,52
86918,0601092,1,0,0,0,6169.48,1,1915-09-01,340,0,0,0,1,1,22,66
83748,0602022,1,0,0,0,5356.6,0,1999-09-01,265,1,1,0,0,0,39,54
81105,0602042,1,0,0,0,5850.32,1,1999-09-01,160,0,1,1,0,0,18,57
85355,0602011,0,1,0,0,5289.88,0,1944-09-01,1084,1,1,1,1,1,144,73
85473,0602011,0,1,0,0,5289.88,1,1990-09-01,878,1,1,1,1,1,82,79
85489,0602011,0,1,0,0,5289.88,0,1972-09-01,146,0,1,0,1,1,13,57
129930,0602011,0,1,0,0,5289.88,0,2001-09-01,553,1,1,1,1,1,36,70
53356,0602032,1,0,0,0,5798.21,1,1985-09-01,128,1,0,0,0,0,10,59
53408,0602032,1,0,0,0,5798.21,1,1985-09-01,153,1,1,1,0,0,11,60
53414,0602032,1,0,0,0,5798.21,1,1985-09-01,157,1,1,1,0,0,16,61
53425,0602032,1,0,0,0,5798.21,1,1985-09-01,148,0,1,1,0,1,25,64
53427,0602032,1,0,0,0,5798.21,1,1985-09-01,117,0,1,0,0,0,18,49
53430,0602032,1,0,0,0,5798.21,1,1985-09-01,106,1,1,0,0,0,11,46
111682,0602032,1,0,0,0,5798.21,1,2012-09-01,100,1,1,0,0,0,11,67
111685,0602032,1,0,0,0,5798.21,0,2012-09-01,96,1,0,0,0,0,12,49
50309,0602082,1,0,0,0,6773.41,1,1900-09-01,168,0,1,0,0,0,12,58
50390,0602082,1,0,0,0,6773.41,0,1939-09-01,105,1,1,0,0,0,10,76
80037,0602082,1,0,0,0,6773.41,1,1915-08-02,207,1,1,0,0,1,19,72
84257,0602082,1,0,0,0,6773.41,0,1999-09-01,244,1,1,1,0,1,18,47
84997,0602102,1,0,0,0,6354.86,0,2008-09-01,95,1,1,1,1,0,13,46
85235,0602102,1,0,0,0,6354.86,0,1971-09-01,146,1,1,0,0,0,16,70
68840,0602112,1,0,0,0,4977.29,1,1999-09-01,186,1,1,0,0,0,23,63
11133,0602132,1,0,0,0,5116.54,1,1972-09-01,136,0,1,0,0,0,14,62
27168,0602132,1,0,0,0,5116.54,1,1985-09-01,189,0,1,0,0,0,14,69
27311,0602142,1,0,0,0,5202.58,1,1920-09-01,187,0,0,0,1,1,23,55
86163,0602092,1,0,0,0,5003.05,1,1985-05-24,161,1,1,0,1,0,14,59
103709,0602092,1,0,0,0,5003.05,1,1975-12-15,256,1,1,0,1,0,21,46
30920,0603022,1,0,0,0,5850.31,0,1999-02-23,194,1,1,0,0,1,49,45
21053,0603032,1,0,0,0,5034.41,1,1983-09-01,209,1,1,0,0,1,19,59
21057,0603032,1,0,0,0,5034.41,1,1983-09-01,217,1,1,1,0,1,18,58
21059,0603032,1,0,0,0,5034.41,1,2003-09-01,206,1,0,0,0,1,21,58
21061,0603032,1,0,0,0,5034.41,1,2001-09-01,424,1,0,1,0,1,47,69
21063,0603032,1,0,0,0,5034.41,1,1983-09-01,299,1,1,0,0,1,19,66
12934,0603042,1,0,0,0,5032.49,1,1975-02-15,362,0,1,1,0,1,37,62
11032,0603062,1,0,0,0,5143.12,1,1999-09-01,166,1,1,1,0,1,14,52
30692,0603062,1,0,0,0,5143.12,1,1999-09-01,114,0,1,1,0,1,16,49
119342,0603072,1,0,0,0,5993.62,0,2013-09-01,179,0,1,1,0,1,15,44
103340,0603011,0,1,0,0,6797.52,1,1966-09-01,302,0,1,1,1,1,29,64
88451,0603082,1,0,0,0,5721.58,0,2003-09-01,181,1,1,0,0,1,25,45
103853,0603082,1,0,0,0,5721.58,1,2003-09-01,128,1,1,0,0,0,14,46
107701,0603092,1,0,0,0,5317.34,1,1996-01-01,305,1,1,1,1,1,29,55
20084,0603102,1,0,0,0,5405.45,1,1917-09-01,258,0,1,1,1,1,29,61
52719,0603122,1,0,0,0,6131.01,1,1961-09-01,68,1,0,1,0,0,11,70
52722,0603122,1,0,0,0,6131.01,1,1994-09-01,349,1,0,1,1,1,39,47
114111,0603132,1,0,0,0,5234.65,1,1999-09-01,256,0,0,1,0,1,26,40
7613,0603142,1,0,0,0,5582.35,0,2012-09-01,273,1,1,1,0,1,19,34
72834,0604022,1,0,0,0,4890.69,0,1954-09-01,90,1,0,1,1,1,13,50
109246,0604022,1,0,0,0,4890.69,1,1947-09-01,219,0,0,0,1,1,30,60
87492,0604032,1,0,0,0,4808.55,1,2007-09-01,235,0,0,0,0,0,27,57
27641,0604011,0,1,0,0,5126.35,1,1982-07-01,478,1,0,0,0,1,44,60
29118,0604011,0,1,0,0,5126.35,1,1975-12-15,499,1,0,0,0,1,62,59
48550,0604011,0,1,0,0,5126.35,1,1982-09-01,432,1,0,0,0,1,55,57
121838,0604042,1,0,0,0,5348.28,1,1900-09-01,96,1,0,1,0,0,12,53
122399,0604042,1,0,0,0,5348.28,1,1918-09-02,120,1,0,0,0,1,21,29
122407,0604042,1,0,0,0,5348.28,1,1953-09-01,82,1,0,0,0,1,11,64
61381,0604052,1,0,0,0,4686.95,1,1947-09-01,225,1,0,0,0,1,25,51
61382,0604052,1,0,0,0,4686.95,1,1947-09-01,86,0,0,0,0,1,10,33
89855,0604052,1,0,0,0,4686.95,0,1967-12-11,76,1,0,0,0,1,11,66
12211,0604062,1,0,0,0,4825.79,1,1976-08-21,84,1,0,0,0,1,10,67
12212,0604062,1,0,0,0,4825.79,1,1985-05-27,122,0,0,0,0,0,12,63
106693,0604072,1,0,0,0,4425.32,1,1999-09-01,192,1,0,1,0,1,23,48
60811,0604082,1,0,0,0,4872.9,1,1918-11-01,360,1,0,0,0,1,20,65
29779,0605012,1,0,0,0,5459.56,0,1999-09-01,149,0,1,1,0,0,23,46
29846,0605012,1,0,0,0,5459.56,0,1999-09-01,82,0,1,1,0,0,10,52
51429,0605022,1,0,0,0,6067.64,1,1999-09-01,179,0,1,1,0,0,15,59
111091,0605032,1,0,0,0,4956.47,1,2003-09-01,177,0,0,0,0,1,25,52
111103,0605032,1,0,0,0,4956.47,1,2003-09-01,126,0,1,1,0,1,20,57
57674,0605042,1,0,0,0,5712.99,0,1932-09-01,135,1,1,0,0,0,21,55
58506,0605042,1,0,0,0,5712.99,0,1999-09-01,89,1,1,0,0,0,20,44
105724,0605072,1,0,0,0,5247.43,1,1989-09-01,158,1,1,1,1,1,14,62
105735,0605072,1,0,0,0,5247.43,1,1989-09-01,145,1,1,1,1,1,19,60
105742,0605072,1,0,0,0,5247.43,0,1989-09-01,169,1,1,1,1,1,17,68
105653,0606022,1,0,0,0,5369.71,1,1918-09-01,352,1,1,1,0,1,25,60
107331,0606022,1,0,0,0,5369.71,1,1938-09-01,142,1,1,1,0,1,19,58
11845,0606032,1,0,0,0,4292.87,1,1985-09-02,241,1,1,0,0,1,14,66
13136,0606042,1,0,0,0,4683.38,1,1999-09-01,173,1,1,1,0,1,21,59
13214,0606042,1,0,0,0,4683.38,0,1999-09-01,163,1,1,1,0,1,11,70
265969,0606042,1,0,0,0,4683.38,1,2018-01-01,59,0,1,0,0,1,10,54
89876,0606011,0,1,0,0,4369.52,1,1999-09-01,89,0,1,1,1,1,11,44
107735,0606011,0,1,0,0,4369.52,1,1999-09-01,563,1,1,1,1,1,65,61
108691,0606011,0,1,0,0,4369.52,1,1999-09-01,537,0,1,0,1,1,65,64
108700,0606011,0,1,0,0,4369.52,0,1999-09-01,268,1,1,0,1,1,25,53
71440,0606052,1,0,0,0,4889.99,1,1999-09-01,104,0,1,0,1,0,13,69
89878,0606052,1,0,0,0,4889.99,1,1999-09-01,136,1,1,1,0,1,23,64
123290,0606052,1,0,0,0,4889.99,1,1999-09-01,219,1,1,0,1,1,20,67
57063,0606062,1,0,0,0,5004.27,1,1985-01-01,191,1,0,1,1,1,15,40
59638,0606092,1,0,0,0,5818.76,1,1962-09-01,114,0,1,0,0,0,15,60
59639,0606092,1,0,0,0,5818.76,0,1962-09-01,90,1,1,0,0,0,13,61
110154,0606102,1,0,0,0,4955.85,1,1932-09-01,244,0,1,0,0,1,31,62
30992,0606072,1,0,0,0,5156.13,1,1999-09-01,47,1,1,1,1,0,11,57
31069,0606072,1,0,0,0,5156.13,1,1999-09-01,226,1,1,0,1,0,11,47
55758,0606112,1,0,0,0,5550.56,1,1976-08-21,395,0,1,1,0,1,34,57
109575,0607032,1,0,0,0,4973.68,1,1958-09-01,276,0,1,1,1,1,29,55
83755,0607042,1,0,0,0,5607.23,1,1947-01-01,111,0,1,0,1,0,17,45
92559,0607042,1,0,0,0,5607.23,1,1870-09-01,279,0,1,1,1,0,38,57
34868,0607011,0,1,0,0,4421.96,1,1958-09-01,93,1,1,0,0,1,13,71
40748,0607011,0,1,0,0,4421.96,1,1962-10-15,570,1,1,1,1,0,67,66
85021,0607011,0,1,0,0,4421.96,1,1929-09-07,494,1,1,0,1,1,55,75
107118,0607011,0,1,0,0,4421.96,1,1925-09-01,298,0,1,0,0,1,35,67
